Make,Model,Vehicle Type
AZURE DYNAMICS,TRANSIT CONNECT ELECTRIC,TRUCK
ACURA,VAN,MULTIPURPOSE PASSENGER VEHICLE (MPV)
BENTLEY,FLYING SPUR,PASSENGER CAR
BIG DOG MOTORCYCLES,CHOPPER,MOTORCYCLE
HARLEY DAVIDSON,FLTRI/FLTRI ANNIVERSARY,MOTORCYCLE
HONDA,CH150,MOTORCYCLE
SUZUKI,DR-Z400SML8,MOTORCYCLE
WRKH,FORWARD CONTROL,INCOMPLETE VEHICLE
YAMAHA,TT-R250/TT-R250C,MOTORCYCLE
APRILIA,SHIVER 750,MOTORCYCLE
CHEVR,CAMPVAN,INCOMPLETE VEHICLE
CHRISTINI AWD,CHRISTINI AWD,MOTORCYCLE
DODG,D-SERIES,INCOMPLETE VEHICLE
HARLEY DAVIDSON,DYNA CONVERTIBLE,MOTORCYCLE
HONDA,CM450,MOTORCYCLE
HONDA,GL1500CF (VALKYRIE INTERSTATE),MOTORCYCLE
HUMMER,H3,TRUCK
KTM,LC4 ENDURO,MOTORCYCLE
LAMBORGHINI,JALPA,PASSENGER CAR
CHEV,2500,INCOMPLETE VEHICLE
HARLEY DAVIDSON,VRSCDX / NIGHT ROD SPECIAL,MOTORCYCLE
ISUZU,BOX VAN,INCOMPLETE VEHICLE
SUZUKI,DL650XAL/DL650AAL/DL650AL,MOTORCYCLE
SUZUKI,VZ1600,MOTORCYCLE
TOYOTA,FB,PASSENGER CAR
FORD,VAN,INCOMPLETE VEHICLE
TAOTAO,CY50-E,MOTORCYCLE
BMW,R 1200 ST,MOTORCYCLE
BUELL,M2 CYCLONE,MOTORCYCLE
CHEVROLET,SILVERAD,TRUCK
DODG,3500REGC,INCOMPLETE VEHICLE
FERRARI,456 MGT,PASSENGER CAR
FORD,F-550,INCOMPLETE VEHICLE
GENUINE SCOOTERS,HOOLIGAN 170I,MOTORCYCLE
GMC,K3500,INCOMPLETE VEHICLE
HARLEY DAVIDSON,FAT BOY ANNIVERSARY,MOTORCYCLE
HARLEY DAVIDSON,XL1200C/XL1200C ANNIVERSARY,MOTORCYCLE
KAWASAKI,ELIMINATOR 125,MOTORCYCLE
KAWASAKI,SUPER SHERPA,MOTORCYCLE
KAWASAKI,VULCAN 900 CLASSIC,MOTORCYCLE
MERCEDES-BENZ,SLS-CLASS,PASSENGER CAR
SUZUKI,GSX1100G,MOTORCYCLE
YAMAHA,XSR700,MOTORCYCLE
CADI,PROFESSIONAL CHASSIS,INCOMPLETE VEHICLE
CHEV,3500 HD,INCOMPLETE VEHICLE
DODG,CONV VAN,INCOMPLETE VEHICLE
MIFU,VAN,INCOMPLETE VEHICLE
ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO,YY150T-4,MOTORCYCLE
BETA,250RR,MOTORCYCLE
BUELL,1125,MOTORCYCLE
KAWASAKI,ZRX 1100,MOTORCYCLE
KTM,ADVENTURE + ADVENTURE R,MOTORCYCLE
BETA,500RS,MOTORCYCLE
BLUB,BUS,INCOMPLETE VEHICLE
BMW,760I,PASSENGER CAR
HARLEY DAVIDSON,CVO ROAD GLIDE CUSTOM 2,MOTORCYCLE
HUSQVARNA,WR,MOTORCYCLE
ISUZU,NPR132,INCOMPLETE VEHICLE
TOYOTA,LAND CRUISER,TRUCK
YAMAHA,XJ600 SECA II,MOTORCYCLE
VOLKSWAGEN,BEE2D,PASSENGER CAR
ZENN,MC2,LOW SPEED VEHICLE (LSV)
CHEV,C350,INCOMPLETE VEHICLE
CHEV,V30,INCOMPLETE VEHICLE
HONDA,CB300,MOTORCYCLE
ACURA,INT3D,PASSENGER CAR
HARLEY DAVIDSON,ELECTRA GLIDE CLASSIC SHRINE,MOTORCYCLE
HARLEY DAVIDSON,ROCKER C,MOTORCYCLE
HONDA,VTR1000F (SUPERHAWK),MOTORCYCLE
SUZUKI,DR200SE,MOTORCYCLE
TOYOTA,TERSW,PASSENGER CAR
BMW,R 100 GS,MOTORCYCLE
INFIN,M30CV,INCOMPLETE VEHICLE
SUZUKI,ENDURO,MOTORCYCLE
YAMAHA,VMX17 (V-MAX),MOTORCYCLE
DUCATI,SCRAMBLER DESERT SLED,MOTORCYCLE
FERRARI,PORTOFINO,PASSENGER CAR
HARLEY DAVIDSON,FLSTSI / HERITAGE SPRINGER,MOTORCYCLE
HONDA,VTX1800F2 (VTX),MOTORCYCLE
HONDA,VTX1800N1 (VTX),MOTORCYCLE
JAMB,26/MH,INCOMPLETE VEHICLE
APRILIA,MOJITO 50,MOTORCYCLE
APRILIA,SCARABEO 150,MOTORCYCLE
APRILIA,SCARABEO 200,MOTORCYCLE
FORD,F4PU,INCOMPLETE VEHICLE
FORD,OTHER BUS,INCOMPLETE VEHICLE
HONDA,VTX1300T/VTX,MOTORCYCLE
LOTUS,ELAN,PASSENGER CAR
YAMAHA,XJ750RJ,MOTORCYCLE
HARLEY DAVIDSON,XL1200T / SUPERLOW 1200T,MOTORCYCLE
YAMAHA,XTZ12,MOTORCYCLE
JANUS,HALCYON,MOTORCYCLE
KYMCO,DOWNTOWN,MOTORCYCLE
TOYOTA,TACOMA,PASSENGER CAR
CHEV,GC3,INCOMPLETE VEHICLE
DODG,SERV,INCOMPLETE VEHICLE
HARLEY DAVIDSON,FLHP,MOTORCYCLE
HARLEY DAVIDSON,HARLEY-DAVIDSON STREET 500,MOTORCYCLE
HARLEY DAVIDSON,SPORTSTER XL883 LOW,MOTORCYCLE
HARLEY DAVIDSON,XG750 / STREET 750,MOTORCYCLE
HONDA,VT500,MOTORCYCLE
INDEPENDENCE MOTORCYCLE COMPANY,INDEPENDENCE MOTORCYCLE COMPANY,MOTORCYCLE
SUZUKI,GSF1200,MOTORCYCLE
SUZUKI,GSF1200S,MOTORCYCLE
TRIUMPH,TT600,MOTORCYCLE
YAMAHA,XV535 VIRAGO 535,MOTORCYCLE
BMW,840I,PASSENGER CAR
CHEVROLET,BLAZER,TRUCK
HONDA,PCX125,MOTORCYCLE
INDIAN MOTORCYCLE,INDIAN CHALLENGER DARK HORSE,MOTORCYCLE
PIAGGIO AND VESPA,VESPA GTS RST / SEI GIORNI,MOTORCYCLE
CHEV,P20,INCOMPLETE VEHICLE
CHRYSLER,DAYTONA,PASSENGER CAR
DODG,SPRNT350,INCOMPLETE VEHICLE
PIAGGIO AND VESPA,GT 200,MOTORCYCLE
HARLEY DAVIDSON,FXBR / BREAKOUT,MOTORCYCLE
KTM,SUPER DUKE R,MOTORCYCLE
MAZDA,MAZPU,TRUCK
DUCATI,"MONSTER 1200 / MONSTER 1200S, MONSTER 821",MOTORCYCLE
SUZUKI,GSX1300RAL9 (HAYABUSA),MOTORCYCLE
CARBODIES,TX,PASSENGER CAR
CHONGQING ASTRONAUTIC BASHAN,TPGS-805,MOTORCYCLE
ROLLS ROYCE,CULLINAN,MULTIPURPOSE PASSENGER VEHICLE (MPV)
CHEV,K2500,INCOMPLETE VEHICLE
CHEVROLET,ASTRO VAN,PASSENGER CAR
BETA,300RR,MOTORCYCLE
CHEV,SERVICE TRUCK,INCOMPLETE VEHICLE
CHEVROLET,S10,TRUCK
DODG,D30,INCOMPLETE VEHICLE
FERRARI,F12 BERLINETTA,PASSENGER CAR
FERRARI,FF,PASSENGER CAR
HUSQVARNA,TE 510,MOTORCYCLE
PORSCHE,968,PASSENGER CAR
DODG,W-SERIES,INCOMPLETE VEHICLE
SACIN,DTF/DSF/SMF200,MOTORCYCLE
SUZUKI,LS650PK,MOTORCYCLE
HONDA,VT1300 (STATELINE),MOTORCYCLE
YAMAHA,XVZ12DKC2,MOTORCYCLE
HONDA,NHX110 (ELITE 110),MOTORCYCLE
HONDA,NSS250 (REFLEX),MOTORCYCLE
HONDA,VTX1800N3 (VTX),MOTORCYCLE
BMW,ACTIVEHYBRID 5,PASSENGER CAR
HARLEY DAVIDSON,CVO V-ROD 2,MOTORCYCLE
KAWASAKI,ZZR600,MOTORCYCLE
SUZUKI,GS500E/GS500ET,MOTORCYCLE
MITS,BOX,INCOMPLETE VEHICLE
HARLEY DAVIDSON,CVO SOFTAIL SPRINGER 2,MOTORCYCLE
SUBARU,DL,MULTIPURPOSE PASSENGER VEHICLE (MPV)
HONDA,NRX1800EB (VALKYRIE RUNE),MOTORCYCLE
WORK,BOX VAN,INCOMPLETE VEHICLE
YAMAHA,XC155 (SMAX),MOTORCYCLE
JEEP,J-20,TRUCK
CUSHMAN,HAULSTER,MOTORCYCLE
FORD,BOX TRUCK,INCOMPLETE VEHICLE
SHANGHAI JMSTAR MOTORCYCLE,JSD50QT-4/JSD150T-4,MOTORCYCLE
HARLEY DAVIDSON,CVO STREET GLIDE 2,MOTORCYCLE
HONDA,VTX1300T,MOTORCYCLE
SUZUKI,AN400 / AN400S,MOTORCYCLE
SUZUKI,GSX1100,MOTORCYCLE
SUZUKI,GSX600F/GSX600FT,MOTORCYCLE
IC BUS,PB205,BUS
KYMCO,FLAT BED SCOOTER,MOTORCYCLE
MAZDA,MX5CV,PASSENGER CAR
PLYMOUTH,PROWLER,PASSENGER CAR
TRIUMPH,LEGEND,MOTORCYCLE
VAN HOOL,COMMUTER COACH,BUS
WRKH,FOOD TRUCK,INCOMPLETE VEHICLE
YAMAHA,TT-R125W/TT-R125LE,MOTORCYCLE
VOLKSWAGEN,TRANS/PU,MULTIPURPOSE PASSENGER VEHICLE (MPV)
CHEVROLET,PU,TRUCK
DODGE,ASCENT -TS,TRUCK
CHEV,SILVERADO3500,INCOMPLETE VEHICLE
HARLEY DAVIDSON,FXSTSI / SPRINGER SOFTAIL,MOTORCYCLE
HONDA,CMX450C,MOTORCYCLE
FORD,RANGER,MULTIPURPOSE PASSENGER VEHICLE (MPV)
HONDA,CX500,MOTORCYCLE
MERKUR,XR4TI,PASSENGER CAR
ROLLS ROYCE,GHOST,PASSENGER CAR
SUZUKI,SV650AL9 / SV650XAL9,MOTORCYCLE
SUZUKI,TU250X,MOTORCYCLE
THOMA,SCHL BUS,INCOMPLETE VEHICLE
YAMAHA,WR400F,MOTORCYCLE
BMW,HP4,MOTORCYCLE
BMW,K75,MOTORCYCLE
DODG,VANCONV,INCOMPLETE VEHICLE
KAWASAKI,ZX-7R,MOTORCYCLE
SUZUKI,VZR1800/VZR1800Z/VZR1800N,MOTORCYCLE
YAMAHA,XV250 VIRAGO 250,MOTORCYCLE
FERRARI,GTC4LUSSO,PASSENGER CAR
KAWASAKI,VULCAN S/ VULCAN SE/VULCAN CAFE,MOTORCYCLE
"KR MOTORS CO., LTD.",GT250/GT350R,MOTORCYCLE
MCLAREN,570GT,PASSENGER CAR
PORSCHE,924,PASSENGER CAR
RAMB,HOLIDAY,INCOMPLETE VEHICLE
SYM,HD200,MOTORCYCLE
SUBARU,RX,MULTIPURPOSE PASSENGER VEHICLE (MPV)
YAMAHA,XJ750RK,MOTORCYCLE
ZHEJIANG LEIKE MACHINE INDUSTRY CO,ZHEJIANG LEIKE MACHINE INDUSTRY CO,MOTORCYCLE
BUICK,SKYHAWK,PASSENGER CAR
GMC,TYPHOON,INCOMPLETE VEHICLE
HARLEY DAVIDSON,FLHTC W/SHRINE,MOTORCYCLE
INFINITI,M30,PASSENGER CAR
INTERNATIONAL,8200,TRUCK
MOTO GUZZI,GRISO 1200 8V,MOTORCYCLE
SUZUKI,SV1000S,MOTORCYCLE
SUZUKI,VZ800/VZ800B/VZ800Z,MOTORCYCLE
VICTORY,JACKPOT,MOTORCYCLE
YAMAHA,FZ07C,MOTORCYCLE
BETA,400RR,MOTORCYCLE
CHEV,GMC 3500,INCOMPLETE VEHICLE
HONDA,XL250,MOTORCYCLE
FORD,CLUB WAGON,INCOMPLETE VEHICLE
MOTO GUZZI,V7 III CARBON (DARK COLORED),MOTORCYCLE
MV AGUSTA MOTOR,TL,MOTORCYCLE
BMW,530XE,PASSENGER CAR
FERRARI,328 GTS,PASSENGER CAR
HONDA,CIVSW,PASSENGER CAR
INDIAN MOTORCYCLE,SPIRIT STANDARD/DELUXE/RAODMASTER/SPRINGFIELD,MOTORCYCLE
SUZUKI,DL650XAAL9 (V-STROM 650XT TOURING),MOTORCYCLE
YAMAHA,RZ350,MOTORCYCLE
FERRARI,CHALLENGE STRADALE,PASSENGER CAR
GMC,VAN,INCOMPLETE VEHICLE
ASTON MARTIN,V8,PASSENGER CAR
DODG,CONVVAN,INCOMPLETE VEHICLE
DONGFANG,DF150TKC,MOTORCYCLE
FLYRITE CHOPPERS,BOBBER,MOTORCYCLE
GMC,C7000,INCOMPLETE VEHICLE
STARC,BUS,INCOMPLETE VEHICLE
VICTORY,CROSS ROADS HARD-BALL,MOTORCYCLE
VOLKSWAGEN,TRANSPORTER,TRUCK
YAMAHA,CW50 / ZUMA II,MOTORCYCLE
DODGE,400,PASSENGER CAR
MCLAREN,720S,PASSENGER CAR
TOYOTA,PICKUP,TRUCK
DUCATI,900CR,MOTORCYCLE
HARLEY DAVIDSON,NIGHT ROD W/ABS,MOTORCYCLE
MONAC,KNIGHT,INCOMPLETE VEHICLE
THUNDER MOUNTAIN CUSTOM CYCLES,KEYSTONE,MOTORCYCLE
YAMAHA,XF50 / C3,MOTORCYCLE
FORD,E450,INCOMPLETE VEHICLE
HARLEY DAVIDSON,FLSTF103 / FAT BOY,MOTORCYCLE
INDIAN MOTORCYCLE,CHIEF CLASSIC,MOTORCYCLE
STRN,LS4D,INCOMPLETE VEHICLE
FORD,ECONOLINE E450,INCOMPLETE VEHICLE
HARLEY DAVIDSON,FXD / DYNA SUPER GLIDE,MOTORCYCLE
HARLEY DAVIDSON,FXWG,MOTORCYCLE
ISUZU,I-280,TRUCK
KAWASAKI,NINJA H2 SX,MOTORCYCLE
HARLEY DAVIDSON,50TH ANNIVERSARY SPORTSTER,MOTORCYCLE
HUSQVARNA,TR650,MOTORCYCLE
SUZUKI,GSX-S1000AL7,MOTORCYCLE
ISUZU,K1PU,TRUCK
PEUGEOT,205GTI,PASSENGER CAR
POLARIS,XTERRA,OFF ROAD VEHICLE
SUZUKI,VL1500L/VL1500BL/VL1500TL/VL1500BTL,MOTORCYCLE
BUELL,XB12S,MOTORCYCLE
YAMAHA,XV1100 VIRAGO 1100/XV1100S VIRAGO SPL,MOTORCYCLE
FORD,AMERITRANS,INCOMPLETE VEHICLE
HONDA,VTR1000,MOTORCYCLE
HUSQVARNA,TE 610,MOTORCYCLE
GLOBAL MOTORSPORT GROUP,SANTEE,MOTORCYCLE
HONDA,NSS250S (REFLEX SPORT),MOTORCYCLE
HONDA,VTX1300RL/VTX,MOTORCYCLE
HARLEY DAVIDSON,FXRT,MOTORCYCLE
CADI,XTS,INCOMPLETE VEHICLE
ACURA,EL16,PASSENGER CAR
BLUI,BUS,INCOMPLETE VEHICLE
CHEV,BOX TRUCK,INCOMPLETE VEHICLE
FORD,COURIER,TRUCK
FERRARI,LA FERRARI,PASSENGER CAR
GMC,V35,INCOMPLETE VEHICLE
ISUZU,I-370,TRUCK
OLDSMOBILE,FIRENZA,PASSENGER CAR
PIONEER,SHANDONG PIONEER MOTORCYCLE,MOTORCYCLE
SUZUKI,AN650AL,MOTORCYCLE
SUZUKI,GSF600SK,MOTORCYCLE
DODG,VAN/CONV,INCOMPLETE VEHICLE
GLOBAL MOTORSPORT GROUP,1340VT,MOTORCYCLE
GMC,TOPKICK,INCOMPLETE VEHICLE
HINO,FB,INCOMPLETE VEHICLE
HONDA,CB550,MOTORCYCLE
MORGAN,ROADSTER,PASSENGER CAR
ISUZU,I-MARK,PASSENGER CAR
IVECO,VAN,INCOMPLETE VEHICLE
YAMAHA,YW125,MOTORCYCLE
APRILIA,TUONO V4 R,MOTORCYCLE
CHEVROLET,CHEVETTE,PASSENGER CAR
KAWASAKI,Z800,MOTORCYCLE
KAWASAKI,ZG1200,MOTORCYCLE
MOTO GUZZI,CALIFORNIA 1400 CUSTOM,MOTORCYCLE
SUZUKI,VS800GLK,MOTORCYCLE
YAMAHA,XV500K,MOTORCYCLE
"CHONGQING ZONGSHEN AUTOMOTIVE INDUSTRY CO., LTD.",RX3 CYCLONE,MOTORCYCLE
FORD,ECONOLINE 450,INCOMPLETE VEHICLE
HARLEY DAVIDSON,XL1200CX / ROADSTER,MOTORCYCLE
FORD,450,INCOMPLETE VEHICLE
GLOBAL MOTORSPORT GROUP,1340CC,MOTORCYCLE
HARLEY DAVIDSON,FLHTCUI W/SHRINE,MOTORCYCLE
HONDA,NB50,MOTORCYCLE
LAND ROVER,LAND ROVER,MULTIPURPOSE PASSENGER VEHICLE (MPV)
YAMAHA,FZR750,MOTORCYCLE
CHEV,G1500 EXPRESS CARGO VAN,INCOMPLETE VEHICLE
CHONGQING HUANSONG INDUSTRIES,CHONGQING HUANSONG INDUSTRIES,MOTORCYCLE
DODGE,RAMPAGE,TRUCK
ISUZU,ACD4D,TRUCK
JEEP,JPCH,MULTIPURPOSE PASSENGER VEHICLE (MPV)
NISSA,BOX,INCOMPLETE VEHICLE
VOLKSWAGEN,PASSW,PASSENGER CAR
BLUI,MH,INCOMPLETE VEHICLE
HARLEY DAVIDSON,NIGHT ROD SPECIAL W/ABS,MOTORCYCLE
HONDA,VT750,MOTORCYCLE
KAWASAKI,KX450,MOTORCYCLE
SUBARU,DL,PASSENGER CAR
PIAGGIO AND VESPA,VESPA PRIMAVERA / SPRINT 50,MOTORCYCLE
HARLEY DAVIDSON,CVO ROAD GLIDE 2,MOTORCYCLE
ACURA,1.7EL,PASSENGER CAR
DODG,B3VAN,INCOMPLETE VEHICLE
PIAGGIO AND VESPA,GTS,MOTORCYCLE
SHANGHAI JMSTAR MOTORCYCLE,JSD50QT-11/JSD125T-11/JSD150T-11,MOTORCYCLE
0361,BUS,INCOMPLETE VEHICLE
CHEVROLET,HI-CUBE,TRUCK
SYM,LANCE CALI CLASSIC/LANCE HAVANA CLASSIC/LANCE PCH/LANCE CABO 150,MOTORCYCLE
LAND ROVER,DUALP,MULTIPURPOSE PASSENGER VEHICLE (MPV)
CHEV,STAR TRANS,INCOMPLETE VEHICLE
HARLEY DAVIDSON,CVO DYNA 2,MOTORCYCLE
HARLEY DAVIDSON,CVO SOFTAIL CONVERTIBLE,MOTORCYCLE
HARLEY DAVIDSON,FAT BOY SHRINE,MOTORCYCLE
HONDA,TOURIST TROPHY,MOTORCYCLE
KTM,V-TWIN RC8 ADVENTURE R,MOTORCYCLE
SUZUKI,BURGMAN 200 ABS (UH200AL9),MOTORCYCLE
DODG,UTILITY,INCOMPLETE VEHICLE
DUCATI,ST4,MOTORCYCLE
HARLEY DAVIDSON,SPORTSTER 883 SUPERLOW,MOTORCYCLE
LAND ROVER,DEFENDER 90,MULTIPURPOSE PASSENGER VEHICLE (MPV)
GMC,RALLY,TRUCK
HARLEY DAVIDSON,SPORTSTER XL1200 SUPERLOW,MOTORCYCLE
FRHT,SPRINTER,INCOMPLETE VEHICLE
NDMC,UD1800,INCOMPLETE VEHICLE
SPNR,3500 SPRINTER,INCOMPLETE VEHICLE
SUZUKI,SAMCV,TRUCK
WINN,BM170A,INCOMPLETE VEHICLE
BMW,R 65,MOTORCYCLE
DODG,RAM,INCOMPLETE VEHICLE
AUDI,200,PASSENGER CAR
GENUINE SCOOTERS,RATTLER 110,MOTORCYCLE
GENUINE SCOOTERS,ROUGHHOUSE 50,MOTORCYCLE
DODG,3500 FB,INCOMPLETE VEHICLE
DODGE,600,PASSENGER CAR
SMART,TUDOR,PASSENGER CAR
CHEV,SIERRA2500,INCOMPLETE VEHICLE
DODG,CON VAN,INCOMPLETE VEHICLE
CHEV,FB,INCOMPLETE VEHICLE
KTM,RACING,MOTORCYCLE
NISSA,UD1400,INCOMPLETE VEHICLE
SUZUKI,GSX-R750K,MOTORCYCLE
YAMAHA,TDM850,MOTORCYCLE
APRILIA,RSV4,MOTORCYCLE
BMW,840CI,PASSENGER CAR
CADILLAC,CT5,PASSENGER CAR
VOLKSWAGEN,TRUCK,MULTIPURPOSE PASSENGER VEHICLE (MPV)
CHNO,PREMIER CLASS B,INCOMPLETE VEHICLE
DODG,CARAVAN,INCOMPLETE VEHICLE
MITSUBISHI,RVR,MULTIPURPOSE PASSENGER VEHICLE (MPV)
MOTO GUZZI,1000SP,MOTORCYCLE
BMW,745E,PASSENGER CAR
CHRYSLER,CONQUEST,PASSENGER CAR
TITAN,ZRM/ZSX,MOTORCYCLE
TURT,VAN TERRA,INCOMPLETE VEHICLE
YAMAHA,FZR600,MOTORCYCLE
CHEV,GK2,INCOMPLETE VEHICLE
DODG,UTILITY TRUCK,INCOMPLETE VEHICLE
FERRARI,360,PASSENGER CAR
HARLEY DAVIDSON,HARLEY-DAVIDSON STREET 750,MOTORCYCLE
INDIAN MOTORCYCLE,FTR 1200 S,MOTORCYCLE
TITAN,SIDEWINDER,MOTORCYCLE
PLYMOUTH,CARAVELLE,PASSENGER CAR
PONTIAC,SUNBURST,PASSENGER CAR
BENZHOU VEHICLE INDUSTRY GROUP CO.,SCOOTER,MOTORCYCLE
CALIFORNIA SCOOTER,SCOOT250,MOTORCYCLE
KTM,LC4 DUKE,MOTORCYCLE
NORTON MOTORCYCLES,961 SPORT,MOTORCYCLE
SUZUKI,AN400K,MOTORCYCLE
BUELL,FIREBOLT,MOTORCYCLE
GENUINE,G400C,MOTORCYCLE
STERL,BOXVAN,INCOMPLETE VEHICLE
BIG DOG MOTORCYCLES,MUTT,MOTORCYCLE
YAMAHA,XT250K,MOTORCYCLE
BMW,633CSI,PASSENGER CAR
MEIDUO,MD50QT,MOTORCYCLE
HINO,FD,INCOMPLETE VEHICLE
HONDA,NC700JD (NM4),MOTORCYCLE
BMW,735IL,PASSENGER CAR
DODG,VAN1500,INCOMPLETE VEHICLE
SMART,FORTWO PASSION,PASSENGER CAR
KAWASAKI,KL250,MOTORCYCLE
HARLEY DAVIDSON,CVO ROAD GLIDE,MOTORCYCLE
HARLEY DAVIDSON,ELECTRA GLIDE ULTRA LIMITED SHRINE,MOTORCYCLE
ISU,FLAT BED,INCOMPLETE VEHICLE
YAMAHA,VMX12 V-MAX/VMX12C V-MAX,MOTORCYCLE
COLL,BUS,INCOMPLETE VEHICLE
HONDA,GL1500I,MOTORCYCLE
MACK,200,INCOMPLETE VEHICLE
MERZ,M3CAE6,INCOMPLETE VEHICLE
SSR,XF 250,MOTORCYCLE
SUZUKI,VZR1800L/VZR1800ZL,MOTORCYCLE
UBCO,2X2,MOTORCYCLE
LOTUS,EXIGE,PASSENGER CAR
ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO,YY50QT-7,MOTORCYCLE
HARLEY DAVIDSON,SPORTSTER 1200,MOTORCYCLE
KAWASAKI,VULCAN 88,MOTORCYCLE
HONDA,CH250,MOTORCYCLE
PONTIAC,GRAND PRIX,MULTIPURPOSE PASSENGER VEHICLE (MPV)
PONTIAC,PURSUIT,PASSENGER CAR
VICTORY,TOURING,MOTORCYCLE
BIG DOG MOTORCYCLES,BULLDOG,MOTORCYCLE
FORD,E350 CARGO VAN,INCOMPLETE VEHICLE
GENUINE SCOOTERS,"BUDDY (50, 125, 170I)",MOTORCYCLE
KTM,RC8 + RC8R,MOTORCYCLE
MITS,VAN,INCOMPLETE VEHICLE
SUZUKI,GSX1300RK,MOTORCYCLE
WHGM,G30,INCOMPLETE VEHICLE
YAMAHA,XS650SK,MOTORCYCLE
FERRARI,3.2 MONDIAL,PASSENGER CAR
HARLEY DAVIDSON,ULTRA CLASSIC LOW,MOTORCYCLE
HARLEY DAVIDSON,XLS,MOTORCYCLE
RAM,CHASSIS,INCOMPLETE VEHICLE
SUZUKI,RV200L7,MOTORCYCLE
TOYOTA,PU,PASSENGER CAR
HONDA,NX650,MOTORCYCLE
ORANGE COUNTY CHOPPERS,ORANGE COUNTY CHOPPERS,MOTORCYCLE
SUZUKI,BOULEVARD S40(LS650BL8 ),MOTORCYCLE
YAMAHA,XVZ12TDK,MOTORCYCLE
CHEV,K1PU,INCOMPLETE VEHICLE
ELECTRIC MOTORSPORT,GPR-S,MOTORCYCLE
BUELL,BLAST,MOTORCYCLE
HONDA,VTX1800R2 (VTX),MOTORCYCLE
JAY,WANDERER 19,INCOMPLETE VEHICLE
KAWASAKI,KLX450R,MOTORCYCLE
FORD,E-100,TRUCK
FORD,F600,INCOMPLETE VEHICLE
MOTO GUZZI,V11LEMS,MOTORCYCLE
YAMAHA,XV920MK,MOTORCYCLE
BMW,K100,MOTORCYCLE
INTERNATIONAL,3000IC,BUS
SUBARU,2D,MULTIPURPOSE PASSENGER VEHICLE (MPV)
KAWASAKI,ZZR1200,MOTORCYCLE
ASTON MARTIN,DB7CV,PASSENGER CAR
CHEVROLET,S10 PU,TRUCK
FORD,FLATBED,INCOMPLETE VEHICLE
HARLEY DAVIDSON,CVO ULTRA CLASSIC ELECTRA GLIDE 5 / CVO ULTRA CLASSIC LTD,MOTORCYCLE
DODGE,CAVSW,MULTIPURPOSE PASSENGER VEHICLE (MPV)
DODGE,SPRINTER,BUS
HONDA,VFR800F (INTERCEPTOR),MOTORCYCLE
STERLING MOTOR CAR,JDM ROVER,PASSENGER CAR
YAMAHA,XT1200ZC,MOTORCYCLE
BUIC,HEARSE,INCOMPLETE VEHICLE
CHEV,CONVERSION VAN,INCOMPLETE VEHICLE
NDMC,UD1200,INCOMPLETE VEHICLE
BMW,K 100 RS,MOTORCYCLE
FORD,F350 SUPER DUTY XL,INCOMPLETE VEHICLE
HARLEY DAVIDSON,FLHTC W/FAIRING (POLICE),MOTORCYCLE
HONDA,XL250S,MOTORCYCLE
MERCEDES-BENZ,G,MULTIPURPOSE PASSENGER VEHICLE (MPV)
MOTO GUZZI,CYCLE,MOTORCYCLE
YAMAHA,XJ700,MOTORCYCLE
AUDI,Q5 E,MULTIPURPOSE PASSENGER VEHICLE (MPV)
HONDA,VTX1800C2/VTX1800C,MOTORCYCLE
BIG DOG MOTORCYCLES,MASTIFF,MOTORCYCLE
HARLEY DAVIDSON,CVO ULTRA CLASSIC ELECTRA GLIDE 4,MOTORCYCLE
HONDA,VF500C,MOTORCYCLE
KAWASAKI,KZ1000,MOTORCYCLE
KYMCO,SUPER 9,MOTORCYCLE
YONGFU,YN150T4,MOTORCYCLE
FREIG,BUS,INCOMPLETE VEHICLE
HARLEY DAVIDSON,CVO DYNA,MOTORCYCLE
MOTO GUZZI,V7 750,MOTORCYCLE
SMART,CV,PASSENGER CAR
STAR,BUS,INCOMPLETE VEHICLE
SUZUKI,AN650L,MOTORCYCLE
DODG,VANPOOL,INCOMPLETE VEHICLE
DODGE,DAYTONA,PASSENGER CAR
GENZE,2.0,MOTORCYCLE
ISU,NPR BOX TRUCK,INCOMPLETE VEHICLE
MEIDUO,MD50QT-10,MOTORCYCLE
STRTR,BUS,INCOMPLETE VEHICLE
SUBARU,GL-10,MULTIPURPOSE PASSENGER VEHICLE (MPV)
YAMAHA,FZX700,MOTORCYCLE
CHEVROLET,EXPRESS G2500,PASSENGER CAR
FORD,F2PU,TRUCK
HARLEY DAVIDSON,FLTC,MOTORCYCLE
HONDA,TLR200,MOTORCYCLE
KAWASAKI,ZX-6RR,MOTORCYCLE
SHANGHAI JMSTAR MOTORCYCLE,JSD50QT-16/JSD150T-16,MOTORCYCLE
"FLEETWOOD ENTERPRISES, INC. (WESTPORT)",EXPLORER,TRAILER
HONDA,ELITE 80,MOTORCYCLE
KAWASAKI,EN450,MOTORCYCLE
THE VEHICLE PRODUCTION GROUP,MV 1,MULTIPURPOSE PASSENGER VEHICLE (MPV)
BMW,Z-8,PASSENGER CAR
CHEV,C3,INCOMPLETE VEHICLE
CHEV,P30VAN,INCOMPLETE VEHICLE
HONDA,ELITE,MOTORCYCLE
SUZUKI,SV650AL8,MOTORCYCLE
SUZUKI,VZ1500L,MOTORCYCLE
THOMS,SCH/BUS,INCOMPLETE VEHICLE
